Customer_ID,Customer_Name,Gender,Age,County,Town,Customer_Segment,Registration_Date
CUST00687,Grace Njuguna,Female,23,Mombasa,Nyali,Loyal,2023-07-23
CUST00688,Fatma Wafula,Female,51,Nairobi,Lang'ata,Retail,2026-02-24
CUST00689,Mercy Mbugua,Male,22,Kakamega,Kakamega,Retail,2022-04-19
CUST00690,Victor Wambua,Female,58,Nairobi,Kasarani,Retail,2024-09-19
CUST00691,Samuel Akinyi,Female,24,Nairobi,Embakasi,Wholesale,2026-03-23
CUST00692,Martin Maina,Male,28,Mombasa,Nyali,Wholesale,2023-09-03
CUST00693,John Njuguna,Female,56,Kiambu,Ruiru,Retail,2022-04-28
CUST00694,Pamoja Supplies,Company,,Nakuru,Nakuru,SME,2025-01-15
CUST00695,Sharon Hassan,Male,41,Meru,Meru,Wholesale,2024-08-29
CUST00696,Ann Kiptoo,Female,37,Meru,Meru,Retail,2022-03-20
CUST00697,Beatrice Njeri,Female,65,Kiambu,Ruiru,Retail,2024-04-15
CUST00698,James Mbugua,Male,67,Nairobi,Westlands,Retail,2024-09-18
CUST00699,Ufanisi Enterprises,Company,,Kisumu,Kisumu,SME,2026-03-07
CUST00700,Irene Kariuki,Male,66,Uasin Gishu,Eldoret,Loyal,2023-03-09
CUST00701,Faith Odhiambo,Male,46,Kiambu,Ruiru,Retail,2023-03-24
CUST00702,Ann Kamau,Female,34,Kisumu,Kisumu,Retail,2022-10-29
CUST00703,Esther Akinyi,Female,49,Kiambu,Thika,Retail,2022-08-27
CUST00704,Ann Kiptoo,Male,39,Mombasa,Likoni,Retail,2023-10-22
CUST00705,Aisha Njeri,Male,30,Kiambu,Kiambu,Retail,2025-11-12
CUST00706,Samuel Karanja,Female,24,Uasin Gishu,Eldoret,Retail,2024-06-06
CUST00707,Grace Akinyi,Female,33,Kisumu,Kisumu,Retail,2025-09-16
CUST00708,George Chebet,Female,31,Kisumu,Kisumu,Loyal,2026-07-11
CUST00709,Sharon Odhiambo,Female,18,Nyeri,Nyeri,Retail,2025-08-18
CUST00710,Ali Mbugua,Male,52,Kiambu,Kiambu,Wholesale,2025-10-20
CUST00711,Martin Akinyi,Male,59,Nairobi,Westlands,Retail,2022-01-08
CUST00712,Hassan Wekesa,Male,65,Kiambu,Ruiru,Loyal,2024-08-24
CUST00713,Peter Maina,Male,26,Nairobi,Embakasi,Retail,2026-06-11
CUST00714,Cynthia Kiptoo,Female,44,Kiambu,Thika,Retail,2024-02-04
CUST00715,George Kiptoo,Male,29,Nairobi,Kasarani,Retail,2025-01-11
CUST00716,Peter Otieno,Male,20,Kiambu,Ruiru,Retail,2022-05-24
CUST00717,Sharon Kiprotich,Female,27,Nairobi,Lang'ata,Retail,2022-02-09
CUST00718,Sharon Wekesa,Female,30,Kiambu,Ruiru,Retail,2025-02-09
CUST00719,Jane Karanja,Male,59,Nyeri,Nyeri,Retail,2023-06-12
CUST00720,Fatma Odhiambo,Male,46,Nyeri,Nyeri,Retail,2025-03-05
CUST00721,Imara Traders,Company,,Kiambu,Kiambu,Corporate,2023-03-23
CUST00722,Brian Maina,Female,22,Kisumu,Kisumu,Retail,2026-04-09
CUST00723,Cynthia Karanja,Male,41,Nakuru,Nakuru,Retail,2022-07-05
CUST00724,Fatma Karanja,Female,20,Kisumu,Kisumu,Retail,2022-03-25
CUST00725,Joy Kariuki,Female,60,Meru,Meru,Retail,2024-05-13
CUST00726,Faith Jepkoech,Male,31,Nairobi,Embakasi,Retail,2023-03-14
CUST00727,Mary Hassan,Male,33,Nyeri,Nyeri,Retail,2024-06-18
CUST00728,Cynthia Kiprotich,Male,56,Kisumu,Kisumu,Retail,2022-07-25
CUST00729,Samuel Muthoni,Male,61,Mombasa,Likoni,Retail,2022-01-23
CUST00730,Cynthia Otieno,Male,41,Mombasa,Likoni,Retail,2022-10-25
CUST00731,Joy Njeri,Male,63,Kiambu,Thika,Retail,2026-06-22
CUST00732,Mercy Wanjiku,Female,29,Nyeri,Nyeri,Retail,2022-05-02
CUST00733,Jane Chebet,Male,18,Mombasa,Likoni,Retail,2024-11-17
CUST00734,Aisha Hassan,Male,58,Meru,Meru,Wholesale,2024-10-12
CUST00735,Samuel Mutua,Male,19,Meru,Meru,Loyal,2024-12-13
CUST00736,Martin Barasa,Female,35,Nyeri,Nyeri,Loyal,2026-04-16
CUST00737,Ann Wekesa,Female,25,Kiambu,Ruiru,Loyal,2025-12-23
CUST00738,Caroline Chebet,Male,31,Kajiado,Kitengela,Retail,2024-10-30
CUST00739,Beatrice Wambua,Male,42,Uasin Gishu,Eldoret,Retail,2025-01-04
CUST00740,Victor Wekesa,Female,39,Machakos,Machakos,Retail,2025-12-11
CUST00741,Martin Ochieng,Female,18,Nyeri,Nyeri,Retail,2023-03-14
CUST00742,Jane Njuguna,Male,55,Mombasa,Nyali,Retail,2023-06-05
CUST00743,Caroline Jepkoech,Female,61,Kisumu,Kisumu,Retail,2022-07-18
CUST00744,James Wafula,Female,26,Kajiado,Kitengela,Retail,2025-08-15
CUST00745,Brian Odhiambo,Male,50,Nairobi,Lang'ata,Retail,2024-06-04
CUST00746,Aisha Hassan,Female,57,Nairobi,Westlands,Loyal,2025-03-19
CUST00747,Joy Mbugua,Female,22,Nairobi,Lang'ata,Wholesale,2022-10-14
CUST00748,Jane Mbugua,Female,54,Nyeri,Nyeri,Retail,2023-11-26
CUST00749,Twiga Ltd,Company,,Nairobi,Kasarani,Corporate,2025-11-28
CUST00750,Diana Ochieng,Female,54,Kiambu,Ruiru,Retail,2022-06-03
CUST00751,Lucy Kiprotich,Female,55,Kiambu,Kiambu,Retail,2023-04-23
CUST00752,Lucy Muthoni,Female,68,Kisumu,Kisumu,Wholesale,2025-10-30
CUST00753,Peter Kamau,Female,28,Mombasa,Likoni,Retail,2025-03-01
CUST00754,George Jepkoech,Female,35,Machakos,Machakos,Loyal,2025-11-20
CUST00755,Victor Wambua,Female,23,Kiambu,Thika,Retail,2022-10-04
CUST00756,Faith Kamau,Female,49,Kisumu,Kisumu,Loyal,2025-06-08
CUST00757,James Ochieng,Female,22,Kajiado,Kitengela,Retail,2024-01-13
CUST00758,Martin Odhiambo,Female,54,Nairobi,Lang'ata,Retail,2023-06-13
CUST00759,Lucy Njeri,Female,68,Machakos,Machakos,Loyal,2025-10-16
CUST00760,Faith Wekesa,Male,40,Nairobi,Westlands,Retail,2023-03-20
CUST00761,Victor Wafula,Female,35,Nairobi,Kasarani,Retail,2022-07-04
CUST00762,Dennis Atieno,Male,28,Uasin Gishu,Eldoret,Retail,2024-09-22
CUST00763,George Mutua,Female,30,Kajiado,Kitengela,Retail,2025-02-09
CUST00764,Aisha Kamau,Female,26,Nairobi,Kasarani,Retail,2023-10-23
CUST00765,Victor Chebet,Female,38,Kiambu,Thika,Retail,2023-01-07
CUST00766,Savannah Solutions,Company,,Nairobi,Westlands,SME,2023-08-09
CUST00767,Martin Mbugua,Male,26,Kajiado,Kitengela,Retail,2025-03-21
CUST00768,Grace Atieno,Female,29,Nyeri,Nyeri,Retail,2023-08-09
CUST00769,Lucy Wambua,Male,65,Mombasa,Nyali,Retail,2025-03-31
CUST00770,Grace Kariuki,Female,35,Kisumu,Kisumu,Loyal,2024-03-02
CUST00771,Peter Kariuki,Male,25,Nairobi,Lang'ata,Retail,2022-08-22
CUST00772,Samuel Wekesa,Male,59,Nairobi,Lang'ata,Retail,2024-01-13
CUST00773,Ann Kiptoo,Male,24,Uasin Gishu,Eldoret,Retail,2023-11-30
CUST00774,Fatma Ochieng,Male,63,Mombasa,Nyali,Retail,2022-03-21
CUST00775,Samuel Ochieng,Female,50,Kisumu,Kisumu,Retail,2023-11-21
CUST00776,Peter Wanjiku,Male,60,Mombasa,Nyali,Loyal,2022-08-04
CUST00777,Fatma Otieno,Male,24,Kiambu,Kiambu,Wholesale,2023-05-07
CUST00778,George Wekesa,Male,48,Mombasa,Likoni,Retail,2022-08-01
CUST00779,George Kamau,Male,52,Kajiado,Kitengela,Retail,2026-07-21
CUST00780,Faith Kariuki,Male,67,Machakos,Machakos,Loyal,2025-01-16
CUST00781,Peter Kariuki,Male,61,Nyeri,Nyeri,Retail,2024-07-14
CUST00782,Mary Wambua,Female,43,Nakuru,Nakuru,Retail,2022-04-04
CUST00783,Imara Stores,Company,,Mombasa,Likoni,Corporate,2025-04-29
CUST00784,Dennis Atieno,Male,55,Nyeri,Nyeri,Retail,2024-06-16
CUST00785,James Wanjiku,Male,44,Kiambu,Thika,Retail,2023-03-15
CUST00786,John Odhiambo,Female,33,Uasin Gishu,Eldoret,Retail,2023-11-30
CUST00787,Irene Kamau,Female,65,Kiambu,Thika,Retail,2023-02-16
CUST00788,Martin Mbugua,Female,63,Meru,Meru,Loyal,2024-07-08
CUST00789,Samuel Otieno,Female,18,Mombasa,Nyali,Retail,2024-06-23
CUST00790,Aisha Odhiambo,Female,66,Nairobi,Lang'ata,Retail,2026-02-02
CUST00791,Aisha Jepkoech,Female,30,Mombasa,Nyali,Retail,2022-04-29
CUST00792,Kevin Mutua,Male,31,Mombasa,Likoni,Retail,2022-09-06
CUST00793,Aisha Kariuki,Female,48,Nairobi,Westlands,Retail,2023-05-01
CUST00794,Jane Njeri,Female,58,Mombasa,Nyali,Retail,2025-07-12
CUST00795,Martin Mutua,Female,55,Nairobi,Kasarani,Loyal,2025-01-17
CUST00796,Beatrice Hassan,Female,28,Machakos,Machakos,Loyal,2023-12-13
CUST00797,Jane Mbugua,Female,59,Mombasa,Likoni,Loyal,2022-04-23
CUST00798,Caroline Atieno,Female,51,Nakuru,Nakuru,Wholesale,2023-01-17
CUST00799,John Chebet,Female,31,Nairobi,Embakasi,Retail,2025-04-07
CUST00800,Jambo Stores,Company,,Nairobi,Embakasi,SME,2023-05-17
CUST00801,Grace Chebet,Female,67,Mombasa,Likoni,Retail,2022-06-25
CUST00802,Diana Njuguna,Male,51,Kisumu,Kisumu,Retail,2023-08-03
CUST00803,Esther Njeri,Female,27,Mombasa,Nyali,Retail,2024-12-21
CUST00804,Peter Maina,Female,62,Nakuru,Nakuru,Retail,2025-07-22
CUST00805,Cynthia Njeri,Female,21,Nairobi,Embakasi,Retail,2022-08-27
CUST00806,Samuel Kariuki,Male,68,Kiambu,Kiambu,Retail,2026-06-20
CUST00807,Kevin Wekesa,Female,45,Mombasa,Likoni,Retail,2026-07-10
CUST00808,Esther Wafula,Female,41,Nairobi,Kasarani,Retail,2024-06-04
CUST00809,Esther Wekesa,Female,38,Kajiado,Kitengela,Retail,2022-08-30
CUST00810,Caroline Mbugua,Female,51,Nairobi,Lang'ata,Retail,2025-10-17
CUST00811,Mercy Wafula,Female,59,Nairobi,Embakasi,Retail,2024-01-28
CUST00812,Dennis Jepkoech,Male,27,Kajiado,Kitengela,Retail,2023-09-17
CUST00813,Diana Mutua,Male,36,Kiambu,Ruiru,Loyal,2023-02-11
CUST00814,Fatma Barasa,Male,58,Uasin Gishu,Eldoret,Retail,2023-10-01
CUST00815,Grace Njuguna,Male,45,Kiambu,Ruiru,Loyal,2023-03-14
CUST00816,Samuel Atieno,Female,57,Kajiado,Kitengela,Retail,2023-09-24
CUST00817,Ann Barasa,Male,39,Kakamega,Kakamega,Loyal,2024-11-07
CUST00818,Savannah Enterprises,Company,,Kiambu,Kiambu,Corporate,2023-01-30
CUST00819,Samuel Hassan,Male,31,Nairobi,Westlands,Retail,2025-09-13
CUST00820,George Otieno,Female,25,Kajiado,Kitengela,Retail,2023-02-10
CUST00821,George Kamau,Female,38,Nyeri,Nyeri,Loyal,2024-08-19
CUST00822,Esther Odhiambo,Male,67,Meru,Meru,Retail,2023-01-02
CUST00823,Hassan Jepkoech,Female,59,Nairobi,Lang'ata,Retail,2024-12-30
CUST00824,Ufanisi Traders,Company,,Nairobi,Westlands,Corporate,2025-02-15
CUST00825,Beatrice Mutua,Female,61,Nairobi,Westlands,Loyal,2023-12-19
CUST00826,John Odhiambo,Female,58,Kakamega,Kakamega,Retail,2024-04-22
CUST00827,Peter Akinyi,Female,25,Kiambu,Ruiru,Retail,2026-04-21
CUST00828,Esther Chebet,Male,55,Nakuru,Nakuru,Retail,2025-03-07
CUST00829,Jambo Solutions,Company,,Mombasa,Nyali,Corporate,2024-10-23
CUST00830,Peter Karanja,Male,62,Nairobi,Westlands,Retail,2026-02-24
CUST00831,Dennis Kariuki,Male,62,Mombasa,Nyali,Retail,2022-02-26
CUST00832,Ann Atieno,Male,40,Nairobi,Westlands,Retail,2023-07-20
CUST00833,Dennis Otieno,Male,58,Nairobi,Kasarani,Retail,2024-12-02
CUST00834,Ann Kamau,Female,50,Nyeri,Nyeri,Retail,2022-02-20
CUST00835,Victor Atieno,Female,62,Kakamega,Kakamega,Loyal,2024-06-14
CUST00836,George Odhiambo,Male,27,Kiambu,Kiambu,Retail,2023-04-23
CUST00837,Joseph Otieno,Female,67,Nairobi,Westlands,Loyal,2026-02-22
CUST00838,Hassan Wafula,Female,48,Kakamega,Kakamega,Retail,2023-02-18
CUST00839,Caroline Mbugua,Female,22,Nairobi,Westlands,Retail,2024-03-14
CUST00840,Twiga Enterprises,Company,,Kiambu,Thika,SME,2022-06-21
CUST00841,Aisha Hassan,Female,53,Nairobi,Embakasi,Retail,2024-03-11
CUST00842,Caroline Wekesa,Male,62,Kakamega,Kakamega,Retail,2023-01-08
CUST00843,Ali Kariuki,Female,49,Kiambu,Thika,Wholesale,2026-06-16
CUST00844,Jambo Supplies,Company,,Kisumu,Kisumu,SME,2022-05-13
CUST00845,Jane Ochieng,Male,36,Nyeri,Nyeri,Retail,2026-03-15
CUST00846,Jane Mutua,Female,67,Mombasa,Nyali,Retail,2024-03-22
CUST00847,Fatma Njuguna,Female,59,Uasin Gishu,Eldoret,Retail,2025-08-25
CUST00848,Jane Wekesa,Female,32,Nairobi,Embakasi,Wholesale,2023-07-27
CUST00849,Brian Atieno,Male,23,Kajiado,Kitengela,Loyal,2025-03-03
CUST00850,James Wekesa,Female,66,Kakamega,Kakamega,Loyal,2022-06-07
CUST00851,George Kariuki,Female,43,Kisumu,Kisumu,Loyal,2023-07-02
CUST00852,Joy Njeri,Female,65,Kiambu,Thika,Retail,2022-04-11
CUST00853,Faith Wekesa,Female,26,Nakuru,Nakuru,Retail,2025-09-23
CUST00854,Ali Wanjiku,Female,31,Kajiado,Kitengela,Retail,2025-09-30
CUST00855,Diana Atieno,Female,28,Nakuru,Nakuru,Wholesale,2023-03-30
CUST00856,Kevin Njuguna,Female,64,Nairobi,Westlands,Retail,2024-01-15
CUST00857,Samuel Wekesa,Male,67,Kiambu,Ruiru,Retail,2023-01-15
CUST00858,Mercy Atieno,Female,45,Kiambu,Kiambu,Loyal,2025-06-24
CUST00859,John Kiptoo,Female,27,Kisumu,Kisumu,Loyal,2026-07-28
CUST00860,Ufanisi Stores,Company,,Uasin Gishu,Eldoret,Corporate,2026-07-12
CUST00861,Jane Kamau,Female,35,Nyeri,Nyeri,Retail,2025-10-08
CUST00862,Esther Barasa,Male,65,Kisumu,Kisumu,Loyal,2025-10-15
CUST00863,Ann Wekesa,Female,27,Meru,Meru,Loyal,2025-11-06
CUST00864,Joy Muthoni,Male,64,Mombasa,Nyali,Loyal,2024-05-05
CUST00865,Mwangaza Traders,Company,,Kiambu,Kiambu,SME,2023-05-12
CUST00866,James Wafula,Female,25,Mombasa,Likoni,Retail,2025-06-02
CUST00867,Ufanisi Solutions,Company,,Uasin Gishu,Eldoret,SME,2026-02-26
CUST00868,Lucy Chebet,Female,30,Nyeri,Nyeri,Retail,2022-09-22
CUST00869,Kevin Akinyi,Female,40,Meru,Meru,Retail,2023-08-06
CUST00870,Imara Traders,Company,,Nairobi,Kasarani,Corporate,2023-01-21
CUST00871,Caroline Mbugua,Female,56,Kiambu,Kiambu,Retail,2024-05-19
CUST00872,Victor Otieno,Female,30,Nairobi,Kasarani,Retail,2022-08-06
CUST00873,Faith Barasa,Male,60,Machakos,Machakos,Wholesale,2023-12-24
CUST00874,Mwangaza Stores,Company,,Nakuru,Nakuru,SME,2024-11-12
CUST00875,Sharon Wanjiku,Male,65,Nairobi,Kasarani,Retail,2022-07-26
CUST00876,Caroline Musyoka,Female,50,Mombasa,Likoni,Retail,2022-10-15
CUST00877,George Wafula,Male,62,Nairobi,Westlands,Retail,2026-03-22
CUST00878,Martin Njuguna,Female,61,Kiambu,Thika,Retail,2024-04-24
CUST00879,Joseph Ochieng,Male,60,Uasin Gishu,Eldoret,Retail,2024-08-04
CUST00880,Beatrice Otieno,Female,34,Nairobi,Westlands,Retail,2023-08-04
CUST00881,Faith Jepkoech,Female,43,Mombasa,Likoni,Retail,2025-08-13
CUST00882,Hassan Muthoni,Female,35,Nairobi,Westlands,Retail,2023-12-19
CUST00883,Ufanisi Traders,Company,,Mombasa,Likoni,SME,2026-03-17
CUST00884,Martin Mwangi,Female,52,Kakamega,Kakamega,Wholesale,2025-07-17
CUST00885,Joy Odhiambo,Male,62,Nakuru,Nakuru,Retail,2022-01-12
CUST00886,James Musyoka,Male,23,Meru,Meru,Loyal,2024-02-10
CUST00887,Peter Wafula,Female,59,Mombasa,Likoni,Retail,2024-07-30
CUST00888,Diana Muthoni,Male,37,Nairobi,Kasarani,Retail,2025-09-17
CUST00889,Joseph Musyoka,Female,38,Machakos,Machakos,Loyal,2026-04-03
CUST00890,Caroline Barasa,Female,18,Mombasa,Likoni,Retail,2022-10-12
CUST00891,Joy Mbugua,Male,68,Machakos,Machakos,Retail,2023-07-25
CUST00892,Mary Barasa,Female,33,Kajiado,Kitengela,Loyal,2025-02-20
CUST00893,Joseph Barasa,Female,54,Machakos,Machakos,Retail,2025-02-09
CUST00894,Ann Wanjiku,Male,46,Kakamega,Kakamega,Retail,2022-12-05
CUST00895,Lucy Mwangi,Female,34,Nairobi,Embakasi,Loyal,2025-11-21
CUST00896,John Hassan,Male,53,Mombasa,Likoni,Loyal,2023-09-24
CUST00897,Irene Kariuki,Male,51,Nakuru,Nakuru,Retail,2025-08-20
CUST00898,Jane Njeri,Male,32,Nairobi,Westlands,Loyal,2022-08-06
CUST00899,Peter Wafula,Male,37,Uasin Gishu,Eldoret,Retail,2024-02-27
CUST00900,George Maina,Male,19,Nyeri,Nyeri,Retail,2025-04-05
CUST00901,David Atieno,Female,35,Nairobi,Embakasi,Retail,2024-12-21
CUST00902,Hassan Musyoka,Female,63,Kakamega,Kakamega,Retail,2023-11-13
CUST00903,Cynthia Muthoni,Female,33,Nakuru,Nakuru,Retail,2025-05-09
CUST00904,Ann Kamau,Female,36,Nairobi,Kasarani,Retail,2023-06-27
CUST00905,Sharon Mutua,Female,50,Kajiado,Kitengela,Retail,2024-07-20
CUST00906,Fatma Kamau,Female,58,Nairobi,Lang'ata,Retail,2023-10-05
CUST00907,Diana Chebet,Female,41,Kisumu,Kisumu,Loyal,2022-05-04
CUST00908,Faith Maina,Male,63,Uasin Gishu,Eldoret,Retail,2025-11-16
CUST00909,Grace Atieno,Male,54,Kisumu,Kisumu,Loyal,2024-07-08
CUST00910,Sharon Chebet,Female,21,Nyeri,Nyeri,Retail,2023-03-05
CUST00911,Peter Barasa,Female,48,Machakos,Machakos,Loyal,2022-09-27
CUST00912,Jane Wafula,Male,20,Mombasa,Likoni,Retail,2024-02-08
CUST00913,Cynthia Kiprotich,Male,45,Mombasa,Likoni,Retail,2024-07-29
CUST00914,Irene Kamau,Female,41,Kiambu,Thika,Retail,2024-06-30
CUST00915,George Mbugua,Male,28,Mombasa,Nyali,Loyal,2025-06-28
CUST00916,Dennis Karanja,Male,21,Kajiado,Kitengela,Wholesale,2025-02-05
CUST00917,Fatma Barasa,Female,67,Nyeri,Nyeri,Retail,2024-01-27
CUST00918,Joseph Otieno,Male,47,Kiambu,Kiambu,Retail,2026-01-07
CUST00919,Rafiki Supplies,Company,,Meru,Meru,Corporate,2022-06-28
CUST00920,Joy Hassan,Female,59,Kiambu,Ruiru,Retail,2022-03-19
CUST00921,Esther Barasa,Male,57,Kiambu,Ruiru,Retail,2024-03-11
CUST00922,Esther Karanja,Female,42,Nairobi,Westlands,Loyal,2024-11-22
CUST00923,Esther Mbugua,Male,28,Nairobi,Embakasi,Retail,2024-02-19
CUST00924,Savannah Stores,Company,,Nyeri,Nyeri,SME,2022-12-10
CUST00925,Cynthia Wanjiku,Female,56,Kajiado,Kitengela,Retail,2023-11-19
CUST00926,Kevin Njeri,Female,18,Kisumu,Kisumu,Retail,2025-03-19
CUST00927,Mwangaza Traders,Company,,Machakos,Machakos,Corporate,2025-09-25
CUST00928,Ufanisi Ltd,Company,,Uasin Gishu,Eldoret,SME,2023-02-18
CUST00929,Esther Kariuki,Female,23,Nairobi,Lang'ata,Loyal,2023-05-05
CUST00930,Ali Muthoni,Female,44,Mombasa,Likoni,Retail,2022-06-29
CUST00931,Joseph Mutua,Female,60,Mombasa,Likoni,Wholesale,2024-05-29
CUST00932,Kevin Wanjiku,Female,56,Nairobi,Kasarani,Retail,2025-02-05
CUST00933,Samuel Musyoka,Male,54,Mombasa,Likoni,Retail,2024-05-01
CUST00934,Brian Hassan,Male,49,Kiambu,Thika,Wholesale,2025-07-03
CUST00935,Jane Kiptoo,Female,58,Nairobi,Westlands,Retail,2024-02-20
CUST00936,Victor Ochieng,Female,31,Kajiado,Kitengela,Retail,2025-01-04
CUST00937,Grace Kiptoo,Female,26,Meru,Meru,Retail,2023-11-11
CUST00938,Irene Barasa,Female,26,Kiambu,Kiambu,Loyal,2024-09-19
CUST00939,Ann Mbugua,Female,38,Kiambu,Ruiru,Retail,2022-11-26
CUST00940,Savannah Enterprises,Company,,Nakuru,Nakuru,SME,2022-05-15
CUST00941,Joy Karanja,Male,61,Nairobi,Kasarani,Retail,2023-11-16
CUST00942,Kevin Kiprotich,Female,33,Nairobi,Kasarani,Retail,2025-11-10
CUST00943,Mary Barasa,Male,41,Nyeri,Nyeri,Wholesale,2025-03-03
CUST00944,Lucy Jepkoech,Female,59,Nairobi,Embakasi,Retail,2022-02-01
CUST00945,Dennis Musyoka,Male,48,Nairobi,Lang'ata,Retail,2024-01-30
CUST00946,Fatma Kariuki,Male,54,Meru,Meru,Retail,2022-07-30
CUST00947,Mary Kamau,Male,65,Mombasa,Nyali,Retail,2025-01-10
CUST00948,Mercy Hassan,Male,64,Kiambu,Kiambu,Loyal,2022-08-15
CUST00949,Cynthia Wafula,Male,21,Nairobi,Embakasi,Retail,2025-02-10
CUST00950,Ann Mwangi,Male,33,Kisumu,Kisumu,Loyal,2026-01-11
CUST00951,Twiga Enterprises,Company,,Nairobi,Kasarani,SME,2022-05-29
CUST00952,Peter Odhiambo,Male,33,Kisumu,Kisumu,Loyal,2026-01-24
CUST00953,Kevin Musyoka,Male,36,Nyeri,Nyeri,Retail,2022-02-07
CUST00954,John Odhiambo,Male,49,Mombasa,Nyali,Loyal,2023-01-25
CUST00955,Cynthia Otieno,Female,31,Mombasa,Nyali,Retail,2023-04-26
CUST00956,Diana Kamau,Female,27,Nairobi,Westlands,Wholesale,2025-07-08
CUST00957,Hassan Mbugua,Female,19,Kajiado,Kitengela,Retail,2023-01-26
CUST00958,Aisha Jepkoech,Male,21,Nyeri,Nyeri,Retail,2024-01-03
CUST00959,David Mbugua,Male,67,Kiambu,Kiambu,Retail,2025-07-19
CUST00960,Dennis Kiptoo,Female,57,Mombasa,Likoni,Retail,2022-02-17
CUST00961,Sharon Wambua,Female,26,Kiambu,Kiambu,Retail,2025-07-21
CUST00962,James Ochieng,Female,46,Kakamega,Kakamega,Retail,2025-02-16
CUST00963,Lucy Njuguna,Female,52,Nairobi,Embakasi,Retail,2023-11-27
CUST00964,Peter Barasa,Female,49,Kiambu,Thika,Retail,2024-09-25
CUST00965,Aisha Muthoni,Male,52,Mombasa,Likoni,Retail,2023-09-14
CUST00966,John Kamau,Male,23,Kakamega,Kakamega,Retail,2024-02-16
CUST00967,Joseph Otieno,Female,62,Kiambu,Thika,Wholesale,2023-01-03
CUST00968,Martin Mwangi,Male,56,Kajiado,Kitengela,Retail,2023-10-26
CUST00969,Aisha Chebet,Male,59,Mombasa,Nyali,Retail,2024-03-23
CUST00970,Hassan Kiprotich,Male,51,Kajiado,Kitengela,Retail,2023-02-15
CUST00971,Beatrice Mbugua,Male,66,Uasin Gishu,Eldoret,Retail,2024-10-12
CUST00972,George Otieno,Male,23,Nairobi,Embakasi,Loyal,2025-06-11
CUST00973,Mary Akinyi,Female,27,Kiambu,Ruiru,Loyal,2024-03-29
CUST00974,Irene Mwangi,Female,34,Kiambu,Kiambu,Retail,2023-03-29
CUST00975,Ann Mwangi,Male,33,Mombasa,Likoni,Loyal,2025-03-05
CUST00976,Grace Ochieng,Female,55,Machakos,Machakos,Retail,2025-02-03
CUST00977,Brian Wanjiku,Male,64,Kiambu,Kiambu,Loyal,2025-05-16
CUST00978,Ali Jepkoech,Female,22,Mombasa,Nyali,Retail,2025-09-19
CUST00979,Kevin Wambua,Male,61,Meru,Meru,Retail,2024-07-30
CUST00980,Cynthia Chebet,Male,67,Meru,Meru,Retail,2024-11-06
CUST00981,Jane Jepkoech,Male,59,Kiambu,Kiambu,Retail,2026-03-23
CUST00982,Grace Njeri,Male,47,Nyeri,Nyeri,Retail,2023-02-15
CUST00983,Caroline Njuguna,Female,47,Kakamega,Kakamega,Retail,2023-12-25
CUST00984,Rafiki Ltd,Company,,Kiambu,Thika,Corporate,2025-06-29
CUST00985,Samuel Akinyi,Male,63,Nairobi,Lang'ata,Retail,2026-06-29
CUST00986,Fatma Mbugua,Male,18,Nairobi,Embakasi,Retail,2025-12-25
CUST00987,Grace Otieno,Female,66,Kajiado,Kitengela,Retail,2025-08-01
CUST00988,Caroline Ochieng,Female,67,Kiambu,Ruiru,Retail,2022-03-27
CUST00989,Jambo Ltd,Company,,Kiambu,Thika,SME,2023-05-15
CUST00990,John Karanja,Female,26,Nakuru,Nakuru,Retail,2025-04-20
CUST00991,Hassan Ochieng,Female,56,Meru,Meru,Retail,2023-06-21
CUST00992,Cynthia Mwangi,Male,53,Kakamega,Kakamega,Retail,2023-10-16
CUST00993,Samuel Kamau,Male,52,Nairobi,Embakasi,Loyal,2023-03-15
CUST00994,Irene Odhiambo,Male,20,Nairobi,Lang'ata,Wholesale,2025-04-05
CUST00995,Caroline Njuguna,Female,66,Nairobi,Westlands,Retail,2023-06-12
CUST00996,Mwangaza Solutions,Company,,Nyeri,Nyeri,SME,2025-07-17
CUST00997,Caroline Ochieng,Female,36,Kiambu,Kiambu,Retail,2025-12-22
CUST00998,Victor Wekesa,Male,41,Kiambu,Kiambu,Loyal,2026-05-16
CUST00999,Ann Hassan,Female,55,Machakos,Machakos,Retail,2022-03-12
CUST01000,George Wambua,Male,29,Machakos,Machakos,Retail,2024-02-09
CUST01001,George Njuguna,Female,42,Mombasa,Nyali,Retail,2022-10-25
CUST01002,George Barasa,Male,46,Kajiado,Kitengela,Retail,2026-05-19
CUST01003,John Chebet,Male,28,Mombasa,Nyali,Retail,2022-02-06
CUST01004,Aisha Musyoka,Male,19,Kiambu,Kiambu,Retail,2026-02-28
CUST01005,James Atieno,Female,30,Kiambu,Thika,Retail,2022-03-18
CUST01006,Ann Wambua,Female,45,Kiambu,Thika,Retail,2025-02-20
CUST01007,Joseph Odhiambo,Female,41,Kajiado,Kitengela,Retail,2023-06-10
CUST01008,Irene Wafula,Male,51,Uasin Gishu,Eldoret,Retail,2022-04-26
CUST01009,Lucy Wambua,Female,66,Kakamega,Kakamega,Wholesale,2026-05-24
CUST01010,Kevin Wafula,Female,32,Nairobi,Embakasi,Retail,2023-01-01
CUST01011,Beatrice Musyoka,Male,65,Uasin Gishu,Eldoret,Loyal,2024-02-19
CUST01012,Irene Kiprotich,Male,58,Machakos,Machakos,Retail,2024-11-28
